,func,target,project
2604,"    function isOwner() public view returns (bool) {
        return msg.sender == _owner;
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2605,"    function renounceOwnership() public onlyOwner {
        emit OwnershipTransferred(_owner, address(0));
        _owner = address(0);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2606,"    function transferOwnership(address newOwner) public onlyOwner {
        _transferOwnership(newOwner);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2607,"    function _transferOwnership(address newOwner) internal {
        require(newOwner != address(0));
        emit OwnershipTransferred(_owner, newOwner);
        _owner = newOwner;
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2608,"    function isOperator(address account) public view returns (bool) {
        return operators.has(account);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2609,"    function addOperator(address account) public onlyOwner() {
        operators.add(account);
        emit OperatorAdded(account);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2610,"    function removeOperator(address account) public onlyOwner() {
        operators.remove(account);
        emit OperatorRemoved(account);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2611,"    function getNumberOfAddresses() public view onlyOperator() returns (uint32) {
        return index;
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2612,"    function addressOfIndex(uint32 _index) onlyOperator() public view returns (address) {
        return indexToAddress[_index];
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2613,"    function isReferrer(address _account) public view returns (bool) {
        return referrers.has(_account);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2614,"    function addReferrer(address _account) public onlyOperator() {
        referrers.add(_account);
        indexToAddress[index] = _account;
        addressToIndex[_account] = index;
        index++;
        emit ReferrerAdded(_account);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2615,"    function addReferrers(address[limit] memory accounts) public onlyOperator() {
        for (uint16 i=0; i<limit; i++) {
            if (accounts[i] != address(0x0)) {
                addReferrer(accounts[i]);
            }
        }
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2616,"    function removeReferrer(address _account) public onlyOperator() {
        referrers.remove(_account);
        indexToAddress[addressToIndex[_account]] = address(0x0);
        emit ReferrerRemoved(_account);
    }",False,0xa3baa9cd4f5c0f75541e7c78462a6f36ed62049a.sol
2617,"  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    assert(c / a == b);
    return c;
  }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2618,"  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a / b;
    return c;
  }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2619,"  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2620,"  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2621,"     function totalSupply() public view returns (uint256 total_Supply) {
         total_Supply = _totalSupply;
     }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2622,"     function balanceOf(address _owner)public view returns (uint256 balance) {
         return balances[_owner];
     }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2623,"     function allowance(address _owner, address _spender)public view returns (uint256 remaining) {
         require( _owner != 0x0 && _spender !=0x0);
         return allowed[_owner][_spender];
   }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2624,"     function transferFrom( address _from, address _to, uint256 _amount )public returns (bool ok) {
     require( _to != 0x0);
     require(balances[_from] >= _amount && allowed[_from][msg.sender] >= _amount && _amount >= 0);
     balances[_from] = (balances[_from]).sub(_amount);
     allowed[_from][msg.sender] = (allowed[_from][msg.sender]).sub(_amount);
     balances[_to] = (balances[_to]).add(_amount);
     emit Transfer(_from, _to, _amount);
     return true;
         }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2625,"     function approve(address _spender, uint256 _amount)public returns (bool ok) {
         require( _spender != 0x0);
         allowed[msg.sender][_spender] = _amount;
         emit Approval(msg.sender, _spender, _amount);
         return true;
     }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2626,"     function transfer(address _to, uint256 _amount)public returns (bool ok) {
        require( _to != 0x0);
        require(balances[msg.sender] >= _amount && _amount >= 0);
        balances[msg.sender] = (balances[msg.sender]).sub(_amount);
        balances[_to] = (balances[_to]).add(_amount);
        emit Transfer(msg.sender, _to, _amount);
             return true;
         }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2627,"     function burntokens(uint256 tokens) public onlyOwner {
         _totalSupply = (_totalSupply).sub(tokens);
     }",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2628,"	function transferOwnership(address newOwner) external onlyOwner
	{
	    uint256 x = balances[owner];
	    require( newOwner != 0x0);
	    balances[newOwner] = (balances[newOwner]).add(balances[owner]);
	    balances[owner] = 0;
	    owner = newOwner;
	    emit Transfer(msg.sender, newOwner, x);
	}",False,0xa8ec550c291993a450ea525d90863e61a7ebef5c.sol
2629,	function own(address owner) {},False,0x444147624d24efaf097c5c5417c4adc9ba20da66.sol
2630,	function releaseFunds(uint amount) {},False,0x444147624d24efaf097c5c5417c4adc9ba20da66.sol
2631,	function lock() {},False,0x444147624d24efaf097c5c5417c4adc9ba20da66.sol
2632,"	function setMyContractt(address addr) public
	{
		require(owner==msg.sender);
		contr = HelloEx(addr);
	}",False,0x444147624d24efaf097c5c5417c4adc9ba20da66.sol
2633,"	function eexploitOwnn() payable public
	{
		require(owner==msg.sender);
		contr.own(address(this));
		contr.lock();
	}",False,0x444147624d24efaf097c5c5417c4adc9ba20da66.sol
2634,"	function wwwithdrawww(uint amount) public
	{
		require(owner==msg.sender);
		contr.releaseFunds(amount);
		msg.sender.transfer(amount * (1 ether));
	}",False,0x444147624d24efaf097c5c5417c4adc9ba20da66.sol
2635,"  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2636,"  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2637,"  function remove(Role storage role, address addr) internal {
    role.bearer[addr] = false;
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2638,"  function check(Role storage role, address addr) view internal {
    require(has(role, addr));
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2639,"  function has(Role storage role, address addr) view internal returns (bool) {
    return role.bearer[addr];
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2640,"  function checkRole(address addr, string roleName) view internal {
    roles[roleName].check(addr);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2641,"  function hasRole(address addr, string roleName) view public returns (bool) {
    return roles[roleName].has(addr);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2642,"  function ownerAddCeo(address addr) onlyOwner public {
    addRole(addr, ROLE_CEO);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2643,"  function ownerRemoveCeo(address addr) onlyOwner public{
    removeRole(addr, ROLE_CEO);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2644,"  function ceoAddCoo(address addr) onlyCEO public {
    addRole(addr, ROLE_COO);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2645,"  function ceoRemoveCoo(address addr) onlyCEO public{
    removeRole(addr, ROLE_COO);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2646,"  function cooAddManager(address addr) onlyCOO public {
    addRole(addr, ROLE_MANAGER);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2647,"  function cooRemoveManager(address addr) onlyCOO public {
    removeRole(addr, ROLE_MANAGER);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2648,"  function cooAddReviewer(address addr) onlyCOO public {
    addRole(addr, ROLE_REVIEWER);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2649,"  function cooRemoveReviewer(address addr) onlyCOO public {
    removeRole(addr, ROLE_REVIEWER);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2650,"  function cooAddCro(address addr) onlyCOO public {
    addRole(addr, ROLE_CRO);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2651,"  function cooRemoveCro(address addr) onlyCOO public {
    removeRole(addr, ROLE_CRO);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2652,"  function addRole(address addr, string roleName) internal {
    roles[roleName].add(addr);
    emit RoleAdded(addr, roleName);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2653,"  function removeRole(address addr, string roleName) internal {
    roles[roleName].remove(addr);
    emit RoleRemoved(addr, roleName);
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2654,"  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    assert(c / a == b);
    return c;
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2655,"  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a / b;
    return c;
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2656,"  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2657,"     function totalSupply() public view returns (uint256) {
         if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).totalSupplyByLegacy();
        } else {
            return totalSupply_;
        }
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2658,"    function balanceOf(address _owner) public view returns (uint256 balance) {
         if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).balanceOfByLegacy( _owner);
        } else {
           return super.balanceOf(_owner);
        }
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2659,"    function transfer(address _to, uint _value) public validDestination(_to) returns (bool) {
        require(!isBlackListed[msg.sender]);
        if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).transferByLegacy(msg.sender, _to, _value);
        } else {
            return super.transfer(_to, _value);
        }
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2660,"    function allowance(address _owner, address _spender) public view returns (uint256) {
        if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).allowanceByLegacy(_owner, _spender);
        } else {
           return super.allowance(_owner, _spender);
        }
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2661,"    function transferFrom(address _from, address _to, uint _value) public validDestination(_to) returns (bool) {
        require(!isBlackListed[_from]);
        if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).transferFromByLegacy(msg.sender, _from, _to, _value);
        } else {
            return super.transferFrom(_from, _to, _value);
        }
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2662,"     function approve(address _spender, uint256 _value) public returns (bool) {
          if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).approveByLegacy(msg.sender, _spender, _value);
        } else {
            return super.approve(_spender, _value);
        } 
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2663,"    function increaseApproval(address _spender, uint _value) public returns (bool) {
         if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).increaseApprovalByLegacy(msg.sender, _spender, _value);
        } else {
            return super.increaseApproval(_spender, _value);
        } 
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2664,"    function decreaseApproval(address _spender, uint _value) public returns (bool) {
        if (deprecated) {
            return UpgradedStandardToken(upgradedAddress).decreaseApprovalByLegacy(msg.sender, _spender, _value);
        } else {
            return super.decreaseApproval(_spender, _value);
        } 
   }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2665,"  function pause() onlyCEO whenNotPaused public {
    paused = true;
    emit Pause();
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2666,"  function unpause() onlyCEO whenPaused public {
    paused = false;
    emit Unpause();
  }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2667,"    function getBlackListStatus(address _maker) external view returns (bool) {
        return isBlackListed[_maker];
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2668,"    function addBlackList (address _evilUser) public onlyCRO {
        isBlackListed[_evilUser] = true;
        emit AddedBlackList(_evilUser);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2669,"    function removeBlackList (address _clearedUser) public onlyCRO {
        isBlackListed[_clearedUser] = false;
        emit RemovedBlackList(_clearedUser);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2670,"    function destroyBlackFunds (address _blackListedUser) public onlyCEO {
        require(isBlackListed[_blackListedUser]);
        uint dirtyFunds = balanceOf(_blackListedUser);
        balances[_blackListedUser] = 0;
        totalSupply_ = totalSupply_.sub(dirtyFunds);
        emit DestroyedBlackFunds(_blackListedUser, dirtyFunds);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2671,"    function submitIssue(uint _value) public onlyMANAGER {
        params[ISSUE_METHOD] = MethodParam(ISSUE_METHOD, _value, true);
        emit SubmitIsses(msg.sender,_value);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2672,"    function comfirmIsses(uint _value) public onlyREVIEWER {
        require(params[ISSUE_METHOD].value == _value);
        require(params[ISSUE_METHOD].state == true);
        balances[assetOwner]=balances[assetOwner].add(_value);
        totalSupply_ = totalSupply_.add(_value);
        params[ISSUE_METHOD].state=false; 
        emit ComfirmIsses(msg.sender,_value);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2673,"    function submitRedeem(uint _value) public onlyMANAGER {
        params[REDEEM_METHOD] = MethodParam(REDEEM_METHOD, _value, true);
         emit SubmitRedeem(msg.sender,_value);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2674,"    function comfirmRedeem(uint _value) public onlyREVIEWER {
       require(params[REDEEM_METHOD].value == _value);
       require(params[REDEEM_METHOD].state == true);
       balances[assetOwner]=balances[assetOwner].sub(_value);
       totalSupply_ = totalSupply_.sub(_value);
       params[REDEEM_METHOD].state=false;
       emit ComfirmIsses(msg.sender,_value);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2675,"    function getMethodValue(string _method) public view returns(uint){
        return params[_method].value;
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2676,"    function getMethodState(string _method) public view returns(bool) {
      return params[_method].state;
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2677,    function totalSupplyByLegacy() public view returns (uint256);,False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2678,    function balanceOfByLegacy(address who) public view returns (uint256);,False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2679,"    function transferByLegacy(address origSender, address to, uint256 value) public returns (bool);",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2680,"    function allowanceByLegacy(address owner, address spender) public view returns (uint256);",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2681,"    function transferFromByLegacy(address origSender, address from, address to, uint256 value) public returns (bool);",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2682,"    function approveByLegacy(address origSender, address spender, uint256 value) public returns (bool);",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2683,"    function increaseApprovalByLegacy(address origSender, address spender, uint addedValue) public returns (bool);",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2684,"    function decreaseApprovalByLegacy(address origSende, address spender, uint subtractedValue) public returns (bool);",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2685,"    function deprecate(address _upgradedAddress) public onlyCEO whenPaused {
        deprecated = true;
        upgradedAddress = _upgradedAddress;
        emit Deprecate(_upgradedAddress);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2686,"    function setFeeParams(uint newBasisPoints, uint newMaxFee) public onlyCEO {
        basisPointsRate = newBasisPoints;
        maximumFee = newMaxFee.mul(uint(10)**decimals);
        emit FeeParams(basisPointsRate, maximumFee);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2687,"    function transferAssetOwner(address newAssetOwner) public onlyCEO {
      require(newAssetOwner != address(0));
      assetOwner = newAssetOwner;
      emit TransferAssetOwner(assetOwner, newAssetOwner);
    }",False,0x6064997937870a11b97490350dfc68e18685f8b1.sol
2688,"    function add(uint a, uint b) internal pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }",False,buggy_11.sol
2689,"    function sub(uint a, uint b) internal pure returns (uint c) {
        require(b <= a);
        c = a - b;
    }",False,buggy_11.sol
2690,"    function mul(uint a, uint b) internal pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }",False,buggy_11.sol
2691,"    function div(uint a, uint b) internal pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }",False,buggy_11.sol
2692,"    function totalSupply() public view returns (uint) {
        return _totalSupply.sub(balances[address(0)]);
    }",False,buggy_11.sol
2693,"	  function buyTicket_re_ent37() public{
	    if (!(lastPlayer_re_ent37.send(jackpot_re_ent37)))
        revert();
      lastPlayer_re_ent37 = msg.sender;
      jackpot_re_ent37    = address(this).balance;
    }",True,buggy_11.sol
2694,"    function balanceOf(address tokenOwner) public view returns (uint balance) {
        return balances[tokenOwner];
    }",False,buggy_11.sol
2695,"function withdrawFunds_re_ent3 (uint256 _weiToWithdraw) public {
        require(balances_re_ent3[msg.sender] >= _weiToWithdraw);
	(bool success,)= msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent3[msg.sender] -= _weiToWithdraw;
    }",True,buggy_11.sol
2696,"    function allowance(address tokenOwner, address spender) public view returns (uint remaining) {
        return allowed[tokenOwner][spender];
    }",False,buggy_11.sol
2697,"	  function buyTicket_re_ent9() public{
	    (bool success,) = lastPlayer_re_ent9.call.value(jackpot_re_ent9)("""");
	    if (!success)
	        revert();
      lastPlayer_re_ent9 = msg.sender;
      jackpot_re_ent9    = address(this).balance;
    }",True,buggy_11.sol
2698,"    function transfer(address to, uint tokens) public returns (bool success) {
        balances[msg.sender] = balances[msg.sender].sub(tokens);
        balances[to] = balances[to].add(tokens);
        emit Transfer(msg.sender, to, tokens);
        return true;
    }",False,buggy_11.sol
2699,"function claimReward_re_ent25() public {        
        require(redeemableEther_re_ent25[msg.sender] > 0);
        uint transferValue_re_ent25 = redeemableEther_re_ent25[msg.sender];
        msg.sender.transfer(transferValue_re_ent25);    
        redeemableEther_re_ent25[msg.sender] = 0;
    }",True,buggy_11.sol
2700,"    function approve(address spender, uint tokens) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        emit Approval(msg.sender, spender, tokens);
        return true;
    }",False,buggy_11.sol
2701,"function withdrawBalance_re_ent19() public{
        if( ! (msg.sender.send(userBalance_re_ent19[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent19[msg.sender] = 0;
    }",True,buggy_11.sol
2702,"    function transferFrom(address from, address to, uint tokens) public returns (bool success) {
        balances[from] = balances[from].sub(tokens);
        allowed[from][msg.sender] = allowed[from][msg.sender].sub(tokens);
        balances[to] = balances[to].add(tokens);
        emit Transfer(from, to, tokens);
        return true;
    }",False,buggy_11.sol
2703,"function withdrawBalance_re_ent26() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent26[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent26[msg.sender] = 0;
    }",True,buggy_11.sol
2704,"function bug_re_ent27() public{
        require(not_called_re_ent27);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent27 = false;
    }",True,buggy_11.sol
2705,"function withdrawFunds_re_ent31 (uint256 _weiToWithdraw) public {
        require(balances_re_ent31[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent31[msg.sender] -= _weiToWithdraw;
    }",True,buggy_11.sol
2706,"    function receiveApproval(address from, uint256 tokens, address token, bytes memory data) public;",False,buggy_11.sol
2707,"function bug_re_ent20() public{
        require(not_called_re_ent20);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent20 = false;
    }",True,buggy_11.sol
2708,"function withdrawBalance_re_ent12() public{
        if( ! (msg.sender.send(userBalance_re_ent12[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent12[msg.sender] = 0;
    }",True,buggy_11.sol
2709,"function claimReward_re_ent11() public {        
        require(redeemableEther_re_ent11[msg.sender] > 0);
        uint transferValue_re_ent11 = redeemableEther_re_ent11[msg.sender];
        msg.sender.transfer(transferValue_re_ent11);    
        redeemableEther_re_ent11[msg.sender] = 0;
    }",True,buggy_11.sol
2710,"function bug_re_ent13() public{
        require(not_called_re_ent13);
        (bool success,)=msg.sender.call.value(1 ether)("""");
        if( ! success ){
            revert();
        }
        not_called_re_ent13 = false;
    }",True,buggy_11.sol
2711,"function claimReward_re_ent32() public {        
        require(redeemableEther_re_ent32[msg.sender] > 0);
        uint transferValue_re_ent32 = redeemableEther_re_ent32[msg.sender];
        msg.sender.transfer(transferValue_re_ent32);    
        redeemableEther_re_ent32[msg.sender] = 0;
    }",True,buggy_11.sol
2712,"    function transferOwnership(address _newOwner) public onlyOwner {
        newOwner = _newOwner;
    }",False,buggy_11.sol
2713,"function withdrawFunds_re_ent38 (uint256 _weiToWithdraw) public {
        require(balances_re_ent38[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent38[msg.sender] -= _weiToWithdraw;
    }",True,buggy_11.sol
2714,"    function acceptOwnership() public {
        require(msg.sender == newOwner);
        emit OwnershipTransferred(owner, newOwner);
        owner = newOwner;
        newOwner = address(0);
    }",False,buggy_11.sol
2715,"function claimReward_re_ent4() public {        
        require(redeemableEther_re_ent4[msg.sender] > 0);
        uint transferValue_re_ent4 = redeemableEther_re_ent4[msg.sender];
        msg.sender.transfer(transferValue_re_ent4);    
        redeemableEther_re_ent4[msg.sender] = 0;
    }",True,buggy_11.sol
2716,"    function withdraw_balances_re_ent1 () public {
       (bool success,) =msg.sender.call.value(balances_re_ent1[msg.sender ])("""");
       if (success)
          balances_re_ent1[msg.sender] = 0;
      }",True,buggy_11.sol
2717,"function bug_re_ent41() public{
        require(not_called_re_ent41);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent41 = false;
    }",True,buggy_11.sol
2718,"function callme_re_ent42() public{
        require(counter_re_ent42<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent42 += 1;
    }",True,buggy_11.sol
2719,"	  function buyTicket_re_ent2() public{
	    if (!(lastPlayer_re_ent2.send(jackpot_re_ent2)))
        revert();
      lastPlayer_re_ent2 = msg.sender;
      jackpot_re_ent2    = address(this).balance;
    }",True,buggy_11.sol
2720,"function withdrawFunds_re_ent17 (uint256 _weiToWithdraw) public {
        require(balances_re_ent17[msg.sender] >= _weiToWithdraw);
        (bool success,)=msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent17[msg.sender] -= _weiToWithdraw;
    }",True,buggy_11.sol
2721,"function callme_re_ent7() public{
        require(counter_re_ent7<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent7 += 1;
    }",True,buggy_11.sol
2722,"	  function buyTicket_re_ent23() public{
	    if (!(lastPlayer_re_ent23.send(jackpot_re_ent23)))
        revert();
      lastPlayer_re_ent23 = msg.sender;
      jackpot_re_ent23    = address(this).balance;
    }",True,buggy_11.sol
2723,"function callme_re_ent14() public{
        require(counter_re_ent14<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent14 += 1;
    }",True,buggy_11.sol
2724,"	  function buyTicket_re_ent30() public{
	    if (!(lastPlayer_re_ent30.send(jackpot_re_ent30)))
        revert();
      lastPlayer_re_ent30 = msg.sender;
      jackpot_re_ent30    = address(this).balance;
    }",True,buggy_11.sol
2725,"    function withdraw_balances_re_ent8 () public {
       (bool success,) = msg.sender.call.value(balances_re_ent8[msg.sender ])("""");
       if (success)
          balances_re_ent8[msg.sender] = 0;
      }",True,buggy_11.sol
2726,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_11.sol
2727,"    function withdraw_balances_re_ent36 () public {
       if (msg.sender.send(balances_re_ent36[msg.sender ]))
          balances_re_ent36[msg.sender] = 0;
      }",True,buggy_11.sol
2728,"    function approveAndCall(address spender, uint tokens, bytes memory data) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        emit Approval(msg.sender, spender, tokens);
        ApproveAndCallFallBack(spender).receiveApproval(msg.sender, tokens, address(this), data);
        return true;
    }",False,buggy_11.sol
2729,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_11.sol
2730,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_11.sol
2731,"    function transferAnyERC20Token(address tokenAddress, uint tokens) public onlyOwner returns (bool success) {
        return ERC20Interface(tokenAddress).transfer(owner, tokens);
    }",False,buggy_11.sol
2732,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_11.sol
2733,"function callme_re_ent14() public{
        require(counter_re_ent14<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent14 += 1;
    }",True,buggy_39.sol
2734,"	  function buyTicket_re_ent30() public{
	    if (!(lastPlayer_re_ent30.send(jackpot_re_ent30)))
        revert();
      lastPlayer_re_ent30 = msg.sender;
      jackpot_re_ent30    = address(this).balance;
    }",True,buggy_39.sol
2735,"    function withdraw_balances_re_ent8 () public {
       (bool success,) = msg.sender.call.value(balances_re_ent8[msg.sender ])("""");
       if (success)
          balances_re_ent8[msg.sender] = 0;
      }",True,buggy_39.sol
2736,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_39.sol
2737,"function withdrawFunds_re_ent31 (uint256 _weiToWithdraw) public {
        require(balances_re_ent31[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent31[msg.sender] -= _weiToWithdraw;
    }",True,buggy_39.sol
2738,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_39.sol
2739,"    function transfer(address to, uint256 value) public returns (bool success) {
        require(balanceOf[msg.sender] >= value);
        balanceOf[msg.sender] -= value;
        balanceOf[to] += value;
        emit Transfer(msg.sender, to, value);
        return true;
    }",False,buggy_39.sol
